DATE,FARE
2015-07-01,419.3671849148712
2015-10-01,409.0781431352424
2016-01-01,400.0313291823893
2016-04-01,391.73081352777785
2016-07-01,384.04972238725566
2016-10-01,373.6818813102356
2017-01-01,372.39828464197376
2017-04-01,371.70341351674085
2017-07-01,377.91958584334225
2017-10-01,365.1915888829943
